cigar	雪茄
mooed	哞哞叫
mooks	穆克斯
moola	鼹鼠
mooli	鼹鼠
mools	沼地
mooly	穆利
moong	月亮
moons	月亮
moony	月光的
moops	驼背
moors	沼地
moory	穆里
moots	模拟
moove	动机
moped	轻便摩托车
moper	闷闷不乐
mopes	闷闷不乐
mopey	莫比
moppy	拖沓的
mopsy	莫西
mopus	全部
morae	莫拉
moras	莫拉斯
morat	莫拉特
moray	马里
morel	羊肚菌
mores	风俗习惯
moria	莫里亚
morne	莫恩
morns	早晨
morra	死亡
morro	莫罗
morse	莫尔斯
morts	死亡
mosed	莫斯德
moses	摩西
mosey	莫西
mosks	莫斯
mosso	变模糊
moste	桥
mosts	大多数
moted	微粒
moten	莫顿
motes	微粒
motet	莫特
motey	汽车旅馆
moths	飞蛾
mothy	飞蛾
motis	理由
motte	莫特
motts	莫茨
motty	莫蒂
motus	莫图斯
motza	类型
mouch	穆奇
moues	穆斯
mould	模具
mouls	蜕皮
moups	莫普斯
moust	莫斯特
mousy	老鼠
moved	感动的
moves	移动
mowas	莫瓦斯
mowed	割草
mowra	演讲
moxas	莫克斯
moxie	莫西
moyas	莫亚斯
moyle	莫伊尔斯
moyls	莫伊尔斯
mozed	莫扎德
mozes	莫兹
mozos	男孩们
mucho	很多
mucic	音乐
mucid	粘液
mucin	粘蛋白
mucks	淤泥
mucor	大小
mucro	穆克罗
mudge	泥巴
mudir	改变
mudra	穆德拉
muffs	马弗
mufti	穆夫提
mugga	杯子
muggs	杯子
muggy	闷热的
muhly	杯子
muids	缪德
muils	鼠标
muirs	缪尔
muist	其他的
mujik	国际的
muled	骡子
mules	骡子
muley	穆利。
mulga	马尔加
mulie	穆莉
mulla	土壤
mulls	沉思
mulse	骡子
mulsh	马尔什
mumms	木乃伊
mumps	流行性腮腺炎
mumsy	妈妈
mumus	乌姆斯
munga	蒙加
munge	咀嚼
mungo	芒戈
mungs	蒙格斯
munis	穆尼斯
munts	分钟
muntu	没人
muons	μ介子
muras	墙
mured	默德
mures	担心的
murex	穆雷克斯
murid	穆里德
murks	阴暗的
murls	墨尔斯
murly	默里
murra	画
murre	默尔
murri	死亡
murrs	穆尔
murry	默里
murti	死亡
murva	黑刺
musar	训诲
musca	麝香
mused	沉思
muser	老鼠
muses	缪斯
muset	不得不
musha	穆沙
musit	音乐家
musks	麝香
musos	穆索斯
musse	麝香
mussy	混乱的
musth	穆斯
musts	必须
mutch	是 啊。
muted	减轻的
muter	静音
mutes	沉默
mutha	沉默
mutis	知更鸟
muton	穆顿
mutts	杂种狗
muxed	混乱的
muzak	音乐
muzzy	模糊的
myall	迈尔
mylar	聚酯薄膜
mynah	八哥
mynas	八哥
myoid	肌样
myoma	肌瘤
myope	近视
myops	迈奥普斯
myopy	近视的
mythi	神话
myths	神话
mythy	神话
myxos	粘液
naams	名称
naans	纳安人
nabes	纳布斯
nabis	夜
nabks	夜晚
nabla	纳布拉
nabob	纳博布
nache	纳什
nacho	烤干酪辣味玉米片
nacre	珍珠层
nadas	鳍
naeve	雪
naevi	奈维
nagas	纳加斯
naggy	大的
nagor	纳戈尔
nahal	纳哈尔
naiad	奈德
naifs	侏儒
naiks	奈克斯
nails	钉子
naira	奈良
nairu	奈拉
naked	裸体的
naker	纳克尔
nakfa	取消
nalas	在里面
naled	纳尔德
nalla	泰迪熊
named	命名的
namer	名字
names	名字
namma	名称
namus	家
nanas	纳帕
nance	南斯
nancy	南希
nandu	南都
nanna	娜娜
nanos	纳米
nanua	%1毫瓦
napas	呼吸、胸部和纵隔疾病
naped	午睡
napes	午睡
napoo	纳布
nappa	纳帕
nappe	尿布
nappy	尿布
naras	奈拉斯
narco	毒品
narcs	毒品
nards	纳兹
nares	成员
naric	纳里奇
naris	成员
narks	药物
narky	药物
narre	傻瓜
nashi	纳什
natch	纳奇
nates	纳茨
natis	纳蒂斯
natty	整洁时髦的
nauch	恶心
naunt	恶心的
navar	纳瓦尔
naves	中堂
navew	纳维
navvy	纳维
nawab	纳瓦布
nazes	纳粹党
nazir	纳齐尔
nazis	纳粹分子
nduja	淋浴
neafe	侄子
neals	尼尔
neaps	纳秒
nears	最近的
neath	尼思
neats	尼茨
nebek	天空
nebel	雾
necks	脖子
neddy	内迪
needs	需要
neeld	古老的
neele	吞咽
neemb	年
neems	拿
neeps	及胡萝卜
neese	不
neeze	要求
negro	黑人
negus	内格斯
neifs	NFS
neist	其中
neive	奈维
nelis	内利斯
nelly	耐莉
nemas	没有什么
nemns	NEMNS
nenes	女孩们
neons	尼昂斯
neper	内珀
nepit	不要喝酒
neral	将军
nerds	书呆子
nerka	肾
nerks	书呆子
nerol	尼禄
nerts	书呆子
nertz	纳茨
nervy	神经
nests	巢穴
netes	内茨
netop	只是
netts	网
netty	内蒂
neuks	性交
neume	云
neums	纽姆斯
nevel	新的
neves	著名的
nevus	痣
newbs	新手
newed	新的
newel	新的
newie	新的
newsy	新鲜的
newts	蝾螈
nexts	奈克斯
nexus	关系
ngana	通过
ngati	缓慢的
ngoma	过渡期
ngwee	恩威
nicad	尼卡
nicht	不
nicks	尼克
nicol	尼科尔
nidal	巢穴
nided	没有人
nides	奈德
nidor	鸟巢
nidus	巢穴
niefs	尼夫斯
nieve	雪
nifes	尼维斯
niffy	漂亮的
nifty	漂亮的
niger	尼日尔
nighs	黑人
nihil	尼希尔
nikab	尼卡布
nikah	结婚
nikau	尼考
nills	尼尔斯
nimbi	宁比
nimbs	光环
nimps	尼姆普斯
niner	九
nines	九
ninon	尼农
nipas	尼帕斯
nippy	太冷了
niqab	优先
nirls	尼尔斯
nirly	涅利
nisei	尼塞
nisse	圣诞老人
nisus	尼苏斯
niter	尼特
nites	尼特斯
nitid	尼蒂
niton	尼顿
nitre	硝化物
nitro	硝基
nitry	尼特里
nitty	本质
nival	水平
nixed	否决
nixer	尼克斯
nixes	乳头
nixie	尼克西
nizam	尼加拉瓜
nkosi	密码
noahs	诺亚
nobby	诺比
nocks	诺克斯
nodal	节的
noddy	诺迪
nodes	节点
nodus	诺德斯
noels	诺尔斯
noggs	诺格斯
nohow	不知道
noils	落麻
noily	讨厌的
noint	诺因
noirs	黑色
noles	零
nolls	零
nolos	诺洛斯
nomas	诺马斯
nomen	名称
nomes	名字
nomic	经济的
nomoi	名字
nomos	名字
nonas	九
nonce	暂时的
nones	九
nonet	九
nongs	农
nonis	无
nonny	诺尼
nonyl	壬基酚
nooit	从未
nooks	角落
nooky	阴暗的
noons	中午
noops	努普斯
nopal	诺帕尔
noria	诺莉亚
noris	也不是
norks	诺克斯
norma	正常的
norms	规范
nosed	鼻子
noser	鼻子
noses	鼻子
notal	诺塔尔
noted	注意
noter	笔记
notes	笔记
notum	诺顿
nould	诺尔德
noule	新的
nouls	努尔斯
nouns	名词
nouny	_其他组织者
noups	没有人
novae	新星
novas	新的
novum	新的
noway	不
nowed	新的
nowls	诺尔斯
nowts	诺茨
nowty	诺蒂
noxal	Noxal
noxes	诺克斯
noyau	核心
noyed	新的
noyes	坚果
nubby	块状的
nubia	云
nucha	努查
nuddy	裸体的
nuder	努德
nudes	裸体
nudie	裸体
nudzh	无聊
nuffs	努夫
nugae	诺盖
nuked	核武器
nukes	核武器
nulla	无效的
nulls	空值
numbs	麻木的
numen	努曼人
nummy	数字
nunny	尼姑
nurds	托儿所
nurdy	托迪
nurls	NURLS公司
nurrs	努尔斯
nutso	坚果
nutsy	疯子
nyaff	尼亚夫
nyala	尼亚拉
nying	尼因
nyssa	只是
oaked	橡树
oaker	橡树
oakum	麻絮
oared	划桨
oases	绿洲
oasis	绿洲
oasts	部分
oaten	奥廷
oater	奥特
oaths	誓言
oaves	绿洲
obang	或
obeah	奥贝
obeli	奥贝里
obeys	服从
obias	奥比亚斯
obied	奥比德
obiit	讣告
obits	讣告
objet	目的
oboes	双簧管
obole	双簧管
oboli	奥博利
obols	欧布尔
occam	奥卡姆
ocher	赭石色
oches	赭石
ochre	赭石色
ochry	赭石色
ocker	赭石色
ocrea	赭石
octad	字节
octan	醋酸盐
octas	八进制
octyl	辛基
oculi	奥克利
odahs	奥达斯
odals	奥达尔
odeon	奥多内
odeum	奥迪姆
odism	厌恶
odist	憎恶者
odium	憎恶
odors	气味
odour	气味
odyle	奥黛尔
odyls	奥德尔斯
ofays	当然。
offed	提供
offie	离线
ofter	经常
ogams	奥加姆斯
ogeed	ogede
ogees	奥吉斯
oggin	奥金
ogham	奥格姆
ogive	奥吉夫
ogled	凝视
ogler	和
ogles	凝视
ogmic	食人魔
ogres	食人魔
ohing	哦
ohmic	欧姆的
ohone	从
oidia	水肿
oiled	上油
oiler	加油器
oinks	奥克斯
oints	点数
ojime	眼睛
okapi	奥卡皮
okays	奥凯
okehs	好 啊
okras	秋葵
oktas	奥克特
oldie	老歌
oleic	油酸的
olein	油酸
olent	存在
oleos	油
oleum	油膏
olios	奥利奥
ollas	奥利斯
ollav	奥利夫
oller	奥利
ollie	奥利
ology	生物学
olpae	奥尔帕
olpes	奥尔普斯
omasa	奥马萨
omber	阴影
ombus	影子
omens	预兆
omers	奥马尔
omits	省略
omlah	天哪
omovs	奥莫斯
omrah	乌姆拉
oncer	一次
onces	盎司
oncet	一旦
onely	唯一的
oners	奴隶
onery	繁重的
onium	奥尼姆
onkus	昂库斯
onlay	仅限
onned	奥奈德
oobit	奥比特
oohed	流出
oomph	魅力
oonts	奥茨
ooped	哎呀
oorie	小时
ooses	粪便
ootid	奥茨
oozed	渗出
oozes	渗出
opahs	奥帕斯
opals	蛋白石
opens	打开
opepe	欧佩普
oping	投掷者
oppos	相反的
opsin	选项
opted	选择
opter	奥普特
orach	神谕
oracy	小时
orals	口头禅
orang	人
orant	奥兰特
orate	布雷姆
orbed	吸收
orcas	奥卡斯
orcin	虎鲸素
ordos	鄂尔多斯
oread	奥利德
orfes	奥菲斯
orgia	狂欢
orgic	狂欢
orgue	风琴
oribi	奥利比
oriel	奥利尔
orixa	来源
orles	小时
orlon	奥龙
orlop	奥洛普
ormer	形式
ornis	星期一
orpin	奥平
orris	页面
ortho	正交
orval	以前的
orzos	奥佐斯
oscar	奥斯卡
osier	柳条
osmic	奥斯米克
osmol	奥斯莫尔
ossia	即
ostia	奥斯蒂亚
otaku	我的大脑
otary	奥塔里
ottar	奥塔
ottos	奥托斯
oubit	乌比特
oucht	哎哟
ouens	尤恩斯
ouija	占卜术
oulks	乌鸦
oumas	乌玛斯
oundy	奥迪
oupas	乌帕斯
ouped	哎哟
ouphe	乌普赫
ouphs	欧普斯
ourie	乌里
ousel	乌塞尔
ousts	驱逐
outby	奥特比
outed	暴露
outre	出局
outro	其他
outta	离开
ouzel	取消
ouzos	乌佐斯
ovals	椭圆形
ovels	烤箱
ovens	烤箱
overs	结束
ovist	羊毛的
ovoli	奥沃利
ovolo	奥沃洛
ovule	胚珠
owche	哎哟
owies	选项
owled	猫头鹰
owler	猫头鹰
owlet	猫头鹰
owned	拥有
owres	奥里斯
owrie	奥瑞
owsen	燕麦
oxbow	牛弓
oxers	公牛
oxeye	奥克西耶
oxids	氧化物
oxies	氧化物
oxime	肟
oxims	奥希姆斯
oxlip	牛唇
oxter	奥克斯特
oyers	听
ozeki	奥泽基
ozzie	奥齐
paals	贝尔
paans	路径
pacas	步调
paced	步测的
pacer	步行者
paces	步调
pacey	佩西
pacha	帕查
packs	打包
pacos	小包
pacta	帕塔
pacts	契约
padis	路径
padle	倒下的
padma	帕德玛
padre	父亲
padri	父亲
paean	赞歌
paedo	Paedo
paeon	赞歌
paged	呼叫
pager	寻呼机
pages	页
pagle	帕格尔
pagod	疲劳
pagri	帕格里
paiks	地点
pails	电邮
pains	痛苦
paire	配对
pairs	对
paisa	佩萨
paise	佩斯
pakka	包裹
palas	帕拉斯
palay	帕莱
palea	帕利亚
paled	苍白
pales	苍白
palet	调色板
palis	巴利斯
palki	日志
palla	球
palls	球
pally	帕利
palms	棕榈树
palmy	兴旺的
palpi	触须
palps	触须
palsa	帕尔萨
pampa	潘帕
panax	人参
pance	煎饼
panda	熊猫
pands	潘德斯
pandy	潘迪
paned	放
panes	窗格玻璃
panga	潘加
pangs	痛苦
panim	先生。
panko	银行
panne	崩溃
panni	布
panto	潘托
pants	内裤
panty	童裤
paoli	保利
paolo	保罗
papas	马铃薯
papaw	爸爸
papes	纸张大小
pappi	帕皮
pappy	帕皮
parae	停止
paras	段落
parch	使极干燥
pardi	鸭子
pards	帕德
pardy	帕迪
pared	削减
paren	帕伦
pareo	装置
pares	削减
pareu	帕鲁
parev	一对
parge	帕吉
pargo	段落
paris	巴黎
parki	停车场
parks	公园
parky	公园
parle	说话
parly	帕利
parma	帕尔玛
parol	单词
parps	帕尔普斯
parra	段落
parrs	帕尔斯
parti	理想配偶
parts	部分
parve	小的
parvo	愚蠢的
paseo	帕西奥
pases	帕斯
pasha	帕夏
pashm	帕什姆
paska	倒霉
paspy	帕西
passe	过去的
pasts	过去的
pated	脑袋
paten	专利
pater	佩特
pates	脑袋
paths	路径
patin	帕廷
patka	鸭子
patly	帕特利
patte	爪子
patus	帕图斯
pauas	暂停
pauls	%1磅
pavan	空的
paved	铺路的
paven	教皇
paver	摊铺机
paves	铺路
pavid	帕维德
pavin	帕文
pavis	帕维斯
pawas	爪子
pawaw	爪子
pawed	爪子
pawer	帕尔
pawks	爪子
pawky	孔雀
pawls	棘爪
pawns	典当
paxes	页
payed	支付
payor	付款人
peage	停止
peags	峰值
peaks	峰顶
peaky	峰
peals	皮尔斯
peans	花生
peare	梨
pears	梨
peart	港口
pease	豌豆
peats	泥炭
peaty	泥炭
peavy	皮维
pebas	佩巴斯
pechs	抛
pecke	抛
pecks	啄
pecky	饼干
pedes	脚
pedis	足部
pedro	石
peece	皮斯
peeks	偷看
peels	剥皮
peens	喷丸
peeoy	皮耶
peepe	偷窥
peeps	窥视
peers	同龄人
peery	皮
peeve	生气
peggy	佩吉
peghs	佩格斯
peins	油漆
peise	佩斯
peize	佩兹
pekan	星期
pekes	尖头
pekin	北京
pekoe	部分
pelas	通过
pelau	运动员
peles	皮肤
pelfs	毛皮
pells	距离
pelma	纸类
pelon	佩隆
pelta	领域
pelts	毛皮
pends	悬而未决
pendu	绞死
pened	佩内德
penes	阴茎
pengo	彭戈
penie	阴茎
penis	阴茎
penks	便士
penna	佩纳
penni	笔
pents	彭茨
peons	典当
peony	牡丹
pepla	佩普拉
pepos	佩波斯
peppy	活泼的
pepsi	百事可乐
perai	梨
perce	分钟
percs	分钟
perdu	迷路了
perdy	珀迪
perea	梨
peres	对
peris	佩里斯
perks	津贴
perms	烫发
perns	腿
perog	佩罗
perps	罪犯
perry	佩里
perse	百分比
perst	压榨
perts	珀斯
perve	佩尔维
pervo	变态儿
pervs	罪犯
pervy	变态的
pesos	比索
pests	害虫
pesty	害虫
petar	佩塔
peter	彼得
petit	佩蒂
petre	石
petri	佩特里
petti	佩蒂
petto	胸部
pewee	佩维
pewit	佩维特
peyse	乡间
phage	噬菌体
phang	潘
phare	法尔
pharm	法姆
pheer	费尔
phene	说
pheon	pheon。
phese	顶部
phial	小药瓶
phish	网络钓鱼
phizz	菲兹
phlox	福禄考
phoca	福卡
phono	电话
phuts	普茨
phyla	门
phyle	Phyl
piani	计划
pians	计划
pibal	皮巴尔
pical	皮卡尔
picas	异教徒
piccy	皮西
picks	挑选
picot	皮科
picra	披萨
picul	小的
piend	馅饼
piers	码头
piert	码头
pieta	皮埃塔
piets	页脚
piezo	压电
pight	皮格特
pigmy	小猪
piing	皮因
pikas	鼠兔
pikau	皮考
piked	派克
piker	派克
pikes	长矛
pikey	皮克
pikis	像素
pikul	像素
pilae	箭头
pilaf	肉饭
pilao	委顿
pilar	皮拉尔
pilau	皮劳
pilaw	皮劳
pilch	皮尔奇
pilea	箭头
piled	堆叠
pilei	裴磊
piler	箭
piles	痔疮
pilis	堆
pills	药丸
pilow	皮洛夫
pilum	菌毛
pilus	狭缝
pimas	皮姆
pimps	皮条客
pinas	闵
pined	憔悴
pines	松树
pings	ping
pinko	平子
pinks	粉红色
pinna	羽片
pinny	羽状的
pinon	皮农
pinot	比诺
pinta	品脱
pints	品脱
pinup	化妆
pions	棋子
piony	垂直的
pious	虔诚的
pioye	皮耶
pioys	皮奥斯
pipal	皮帕尔
pipas	皮帕斯
piped	管道
pipes	管
pipet	吸管
pipis	管
pipit	皮皮特
pippy	皮皮
pipul	管道
pirai	金字塔
pirls	皮尔斯
pirns	皮恩斯
pirog	皮罗格
pisco	皮斯科
pises	比萨
pisky	小气鬼
pisos	地板
pissy	小气鬼
piste	皮斯特
pitas	皮塔
piths	髓
piton	蟒蛇
pitot	皮托管
pitta	皮塔
piums	皮昂
pixes	像素
pized	皮兹
pizes	披萨
plaas	地点
plack	斑块
plage	范围
plans	计划
plaps	普拉普斯
plash	普拉斯
plasm	血浆
plast	塑料
plats	位置
platt	平台
platy	付款
playa	普拉亚
plays	演奏
pleas	恳求
plebe	请原谅
plebs	平民百姓
plena	空的
pleon	褶裥
plesh	垃圾
plews	请。
plica	皱襞
plies	层
plims	普利姆斯
pling	钉
plink	普林克
ploat	鳍
plods	沉重的
plong	扑通
plonk	扑通一声
plook	扑通一声
plops	扑通一声
plots	阴谋
plotz	情节
plouk	普卢克
plows	犁
ploye	雨
ploys	策略
plues	雨
pluff	加夫
plugs	塞子
plums	李子
plumy	羽毛
pluot	杏李
pluto	冥王星
plyer	普利耶
poach	水煮
poaka	波卡
poake	波克
poboy	人
pocks	透明斑
pocky	麻子
podal	通过
poddy	波迪
podex	可以
podge	豆荚
podgy	矮胖的
podia	能够
poems	诗
poeps	大便
poets	诗人
pogey	波吉
pogge	波格
pogos	波哥斯
pohed	波希德
poilu	波卢
poind	波因德
pokal	杯子
poked	戳
pokes	戳
pokey	可怜的
pokie	好 啊
poled	极化
poler	极点
poles	极点
poley	波利
polio	小儿麻痹症
polis	聚
polje	领域
polks	波尔克斯
polls	民意测验
polly	波利
polos	马球
polts	波尔茨
polys	多义词
pombe	鸽子
pomes	梨果
pommy	波米
pomos	波莫斯
pomps	炫耀
ponce	庞塞
poncy	小马
ponds	池塘
pones	你把
poney	小马
ponga	把
pongo	庞戈
pongs	乒乓球
pongy	乒乓球
ponks	庞克
ponts	要点
ponty	浮筒
ponzu	油漆
poods	商店
pooed	便便
poofs	便便
poofy	普菲
poohs	鱼缸
pooja	普亚
pooka	普卡
pooks	便便
pools	游泳池
poons	汤匙
poops	大便
poopy	可怜的
poori	毛孔
poort	港口
poots	普茨
poove	普维
poovy	便便
popes	教皇
poppa	船尾
popsy	波西
porae	慢点
pored	仔细研究
porer	轨道
pores	毛孔
porge	手
porgy	波吉
porin	孔蛋白
porks	猪肉
porky	猪
porno	色情片
porns	色情片
porny	色情片
porta	波尔塔
ports	港口
porty	胖乎乎的
posed	摆姿势
poses	摆姿势
posey	波西
posho	波绍
posts	帖子
potae	土豆
potch	水壶
poted	药水
potes	你可以
potin	锅
potoo	然后
potsy	土豆
potto	波托
potts	波茨
potty	琐碎的
pouff	波夫
poufs	虱子
pouke	教训
pouks	撅嘴
poule	母鸡
poulp	波尔普
poult	撅嘴
poupe	节约
poupt	撅嘴
pours	倾泻
pouts	撅嘴
powan	波万
powin	应该
pownd	鲍恩德
powns	鲍恩斯
powny	波兹尼
powre	鲍尔
poxed	Poxed
poxes	威尔斯
poynt	波因特
poyou	波尤
poyse	空的
pozzy	波西
praam	准备好了吗
prads	普拉兹
prahu	粉
prams	婴儿车
prana	普拉纳
prang	普拉格
praos	普拉斯
prase	猪
prate	唠叨
prats	普拉茨
pratt	普拉特
praty	猪
praus	粉
prays	祈祷
predy	出售
preed	梳理
prees	普里斯
preif	韭菜
prems	普莱姆斯
premy	普雷米
prent	打印
preon	普罗恩
preop	准备好的
preps	预科生
presa	紧握
prese	插座
prest	准备好的
preve	翻译
prexy	前世
preys	捕食
prial	普里亚尔
pricy	价格
prief	私人的
prier	祈祷
pries	撬
prigs	普里格斯
prill	普里尔
prima	主要的
primi	持有
primp	打扮
prims	拘谨的
primy	首要的
prink	普林克
prion	朊病毒
prise	撬开
priss	价格
proas	测试
probs	问题
prods	刺激
profs	教师
progs	进步
proin	普罗因
proke	项目
prole	无产者
proll	普罗尔
promo	宣传片
proms	舞会
pronk	炫耀
props	道具
prore	普罗雷
proso	普罗索
pross	普罗斯
prost	愚蠢的
prosy	小米
proto	因此
proul	普鲁尔
prows	船头
proyn	普鲁恩
prunt	普伦特
pruta	普鲁塔
pryer	牧师
pryse	乳房
pseud	假扮
pshaw	普肖
psion	心灵感应
psoae	腰肌
psoai	普赛
psoas	腰大肌
psora	腰肌
psych	心理学
psyop	心理战
pubco	公众的
pubes	阴毛
pubis	耻骨
pucan	浦坎
pucer	上升
puces	跳蚤
pucka	普卡
pucks	冰球
puddy	小胖子
pudge	泥
pudic	普迪克
pudor	普多
pudsy	矮胖的
pudus	普杜斯
puers	普尔斯
puffa	泡芙
puffs	泡芙
puggy	帕吉
pugil	拳击
puhas	清洁的
pujah	树
pujas	出价
pukas	普卡斯
puked	呕吐
puker	呕吐
pukes	呕吐物
pukey	恶心的
pukka	圣诞老人
pukus	适合
pulao	地点
pulas	跳跃
puled	脉冲
puler	脉冲
pules	脉冲
pulik	粘贴
pulis	普利斯
pulka	纸浆
pulks	脉冲
pulli	公牛
pulls	拉
pully	普鲁
pulmo	脉冲
pulps	纸浆
pulus	脉冲
pumas	美洲狮
pumie	美洲狮
pumps	泵
punas	要点
punce	女孩们
punga	袋
pungs	英镑
punji	朋吉语
punka	朋卡
punks	朋克
punky	朋克
punny	弱小的
punto	点
punts	平底船
punty	微不足道的
pupae	蛹
pupas	_密码：
pupus	蛹
purda	纯净的
pured	纯净的
pures	纯净的
purin	嘌呤
puris	普里斯
purls	咕噜声
purpy	紫色
purrs	呼噜声
pursy	钱包
purty	珀蒂
puses	聚会
pusle	呼吸
pussy	猫咪
putid	腐败的
puton	普顿
putti	普蒂
putto	推杆
putts	推杆
puzel	普泽尔
pwned	PWNED
pyats	皮亚茨
pyets	皮耶茨
pygal	皮加尔
pyins	皮因斯
pylon	电缆塔
pyned	皮恩
pynes	皮恩斯
pyoid	脓肿
pyots	侏儒
pyral	皮拉尔
pyran	皮兰
pyres	柴堆
pyrex	派热克斯
pyric	皮里奇
pyros	烟火
pyxed	皮克斯
pyxes	皮克斯
pyxie	Pyxie公司
pyxis	皮克斯
qadis	卡迪斯
qajaq	男性
qanat	船
qapik	链接
qibla	可接受的
qorma	团体
quads	四头肌
quaff	痛饮
quags	夸格
quair	奎尔
quais	哪一个
quaky	地震
quale	夸尔
quant	定量
quare	四
quass	卡斯
quate	夸特
quats	夸茨
quayd	广场
quays	码头
qubit	量子比特
quean	奎安
queme	烧
quena	昆娜
quern	交叉
queyn	奎恩
queys	奎斯
quich	奎奇
quids	英镑
quiff	吹毛求疵
quims	奎姆斯
quina	什么
quine	奎因
quino	奎诺
quins	昆斯
quint	昆特
quipo	基波
quips	俏皮话
quipu	奎普
quire	奎尔
quirt	怪癖
quist	奎斯特
quits	退出
quoad	关于
quods	库兹
quoif	商
quoin	角落
quoit	库伊特
quoll	袋鼬
quonk	昆克
quops	库普斯
qursh	Qursh
quyte	奎特
rabat	拉巴特
rabic	拉比
rabis	拉比
raced	比赛
races	比赛
rache	阅读
racks	架子
racon	拉肯
radge	拉奇
radix	基数
radon	氡
raffs	拉夫
rafts	木筏
ragas	拉加斯
ragde	排
raged	愤怒
ragee	Ragee
rager	剃刀
rages	愤怒
ragga	拉加
raggs	拉格斯
raggy	破烂的
ragis	破布
ragus	角
rahed	框架
rahui	拉胡伊
raias	半径
raids	突袭
raiks	雷克斯
raile	线
rails	轨道
raine	雷恩
rains	雨
raird	雷德
raita	轨道
raits	Raits公司
rajas	拉贾斯
rajes	裂缝
raked	耙
rakee	耙
raker	耙子
rakes	耙子
rakia	拉基亚
rakis	钥匙
rakus	拉库斯
rales	罗尔斯
ramal	拉马尔
ramee	拉米
ramet	分株
ramie	苎麻
ramin	拉明
ramis	框架
rammy	公羊
ramps	坡道
ramus	拉莫斯
ranas	拉纳斯
rance	兰斯
rands	兰兹
ranee	拉尼
ranga	兰加
rangi	颜色
rangs	军衔
rangy	瘦长的
ranid	拉尼德
ranis	拉尼斯
ranke	等级
ranks	等级
rants	咆哮
raped	强奸
raper	强奸者
rapes	强奸
raphe	中缝
rappe	强奸
rared	稀有的
raree	稀有的
rares	稀有的
rarks	拉克斯
rased	激怒
raser	拉瑟
rases	皮疹
rasps	锉刀
rasse	拉什
rasta	光栅
ratal	拉塔尔
ratan	拉坦
